00045817-v	lemma	רזה
00045817-v	lemma	ירד-במשקל
00045817-v	lemma	הוריד
00045817-v	lemma	הרזה
00045907-n	lemma	החלמה
00046002-r	lemma	אחרת
00046167-r	lemma	בנוסף
00046167-r	lemma	מלבד-זאת
00046177-n	lemma	בריחה
00047317-v	lemma	מדד
00047392-r	lemma	מידי
00047534-r	lemma	גם
00048268-r	lemma	כעת
00048268-r	lemma	כיום
00048268-r	lemma	היום
00048268-r	lemma	עתה
00048268-r	lemma	עכשו
00048475-r	lemma	היום
00048475-r	lemma	כיום
00048475-r	lemma	עכשו
00048739-r	lemma	מיד
00048739-r	lemma	מידית
00048739-r	lemma	ללא-דחוי
00048739-r	lemma	תכף-ומיד
00049003-n	lemma	כניסה
00049220-r	lemma	עכשו
00049900-v	lemma	הפשיט
00050037-n	lemma	הרשמה
00050681-r	lemma	לא
00050681-r	lemma	לא
00050681-r	lemma	לא
00052012-a	lemma	חסר
00052374-v	lemma	לבש
00053394-r	lemma	גלויות
00053394-r	lemma	בגלוי
00054327-r	lemma	לעת-עתה
00054327-r	lemma	בינתים
00054821-n	lemma	פינוי
00056002-a	lemma	מקושט
00056087-n	lemma	הגירה-יוצאת
00056311-n	lemma	הגירה-נכנסת
00056539-r	lemma	מאוד
00056729-r	lemma	בכלל
00056729-r	lemma	כלל
00058359-r	lemma	בעקיפין
00058359-r	lemma	סחור-סחור
00058743-n	lemma	מנוסה
00059127-n	lemma	
00059171-r	lemma	מאוד-מאוד
00059171-r	lemma	עד-מאד
00059782-a	lemma	זרוע
00060032-r	lemma	למעשה
00060632-r	lemma	קודם
00060632-r	lemma	קדם-לכן
00061677-r	lemma	לפתע
00062330-r	lemma	במחשבה-תחלה
00062330-r	lemma	במתכון
00062330-r	lemma	בכונה
00063014-n	lemma	שיא
00064504-n	lemma	להיט
00064946-r	lemma	בינתים
00065184-a	lemma	מפלה
00065184-r	lemma	
00065216-n	lemma	כיבוש
00065336-n	lemma	הפכה
00065748-r	lemma	לאחרונה
00065791-a	lemma	הרפתקני
00065822-r	lemma	לבסוף
00066025-v	lemma	יבב
00067045-r	lemma	מראש
00067129-v	lemma	יבב
00067129-v	lemma	התיפח
00067545-v	lemma	הזיע
00068755-n	lemma	
00070965-n	lemma	טעות
00071456-r	lemma	סביב
00072012-v	lemma	הטיל-מים
00072012-v	lemma	השתין
00072012-v	lemma	עשה-פיפי
00072473-n	lemma	בילבול
00073033-r	lemma	כמעט
00073897-r	lemma	בעיקר
00076400-v	lemma	הקיא
00078576-a	lemma	מזועזע
00078576-a	lemma	מזועזע
00080169-r	lemma	למעלה
00081572-n	lemma	קניה
00082081-v	lemma	עזר
00082081-v	lemma	סיע
00083729-n	lemma	רכישה
00084223-r	lemma	במיוחד
00085626-v	lemma	סך
00085678-n	lemma	חלוט
00085678-n	lemma	החרמה
00085811-r	lemma	מהר
00086140-n	lemma	הפקעה
00086210-a	lemma	קדחתני
00086835-v	lemma	חסן
00086835-v	lemma	הרכיב
00087663-n	lemma	פסיקת-הוצאות
00089027-n	lemma	כיבוש
00089408-r	lemma	ביותר
00089550-a	lemma	מעצבן
00089550-a	lemma	מציק
00089550-a	lemma	מרגיז
00089550-a	lemma	טורדני
00090253-n	lemma	קבלה
00091764-a	lemma	ערני
00093327-v	lemma	חזר-לסורו
00094545-r	lemma	למעלה
00094675-r	lemma	למעלה
00095121-n	lemma	כפרה
00095502-n	lemma	שיחרור
00096333-r	lemma	למעלה
00096333-r	lemma	מעלה
00096851-n	lemma	פדיון
00097504-n	lemma	ביצוע
00098083-v	lemma	החיה
00099341-r	lemma	
00099439-n	lemma	הדרן
00099588-n	lemma	אלתור
00099712-r	lemma	יותר
00100044-v	lemma	התאמן
00102457-n	lemma	מכון
00102586-v	lemma	פגע
00102881-r	lemma	שנית
00103194-r	lemma	בתחילה
00103194-r	lemma	תחילה
00104868-v	lemma	פלט
00105341-r	lemma	מיד
00105467-r	lemma	מיד
00105554-v	lemma	התבדח
00105554-v	lemma	צחק
00105603-r	lemma	מיד
00106759-r	lemma	די
00107144-r	lemma	כרגיל
00109151-r	lemma	שם
00109151-r	lemma	שמה
00109328-r	lemma	שמה
00109328-r	lemma	לשם
00109461-r	lemma	שם
00109660-v	lemma	התחלף
00109660-v	lemma	השתנה
00112090-r	lemma	דומם
00112090-r	lemma	דום
00112843-r	lemma	מחדש
00113082-r	lemma	אחרת
00114454-a	lemma	נזעם
00114454-a	lemma	זועם
00115292-n	lemma	גרירה
00116376-n	lemma	העלאה
00116376-n	lemma	הרמה
00116687-n	lemma	גרוש
00117578-n	lemma	גרפץ
00117578-n	lemma	גהוק
00117620-r	lemma	אז
00117903-r	lemma	אז
00117959-n	lemma	מצמוץ
00117959-n	lemma	עפעוף
00117985-v	lemma	נישאר
00118032-r	lemma	אז
00118531-r	lemma	לא
00118733-n	lemma	הקאה
00118869-r	lemma	פעם
00118965-r	lemma	לפנים
00118965-r	lemma	פעם
00120010-n	lemma	נתור
00120095-r	lemma	במקביל
00120095-r	lemma	בוזמנית
00120095-r	lemma	בו-זמנית
00120095-r	lemma	בה-בעת
00120095-r	lemma	בד-בבד
00120223-r	lemma	בעוד
00121135-r	lemma	כך
00121135-r	lemma	כה
00121135-r	lemma	ככה
00121135-r	lemma	כן
00122338-n	lemma	הצבה
00123170-v	lemma	שינה
00123783-n	lemma	ירי
00126264-v	lemma	שינה
00127137-a	lemma	קודם
00127543-a	lemma	רצוף
00127948-a	lemma	בא
00128091-n	lemma	
00129527-n	lemma	חוץ
00132158-r	lemma	אישית
00132322-r	lemma	אישית
00133669-a	lemma	טעים
00134574-n	lemma	הצלפה
00134574-n	lemma	צליפה
00134780-n	lemma	אגרוף
00134780-n	lemma	בוקס
00134780-n	lemma	סנוקרת
00135455-a	lemma	מתאים
00135455-a	lemma	נכון
00137534-n	lemma	קרן
00137562-r	lemma	לסרוגין
00137562-r	lemma	חליפות
00138611-r	lemma	מן-הסתם
00138611-r	lemma	קרוב-לודאי
00138611-r	lemma	כנראה
00139758-n	lemma	חטיפה
00142665-n	lemma	השואה
00144445-n	lemma	דגדוג
00144722-r	lemma	בודאי
00144722-r	lemma	בטח
00144778-n	lemma	לטוף
00144778-n	lemma	לטיפה
00145218-n	lemma	חיבור
00145571-r	lemma	די
00145713-r	lemma	די
00147386-r	lemma	כל כך
00148057-n	lemma	חיזוק
00148057-n	lemma	הידוק
00148078-a	lemma	תחבלן
00148078-a	lemma	ערום
00148078-a	lemma	ערמומי
00148653-n	lemma	הלחמה
00148836-n	lemma	הארקה
00148869-r	lemma	למעשה
00148869-r	lemma	בעצם
00148869-r	lemma	דוקא
00148869-r	lemma	בפועל
00149084-n	lemma	קשירה
00149508-n	lemma	ריתוך
00149510-r	lemma	למעשה
00151689-v	lemma	ירד
00151689-v	lemma	קטן
00151689-v	lemma	הצטמצם
00152727-n	lemma	אבחון
00152727-n	lemma	אבחנה
00153105-n	lemma	אבחנה
00153105-n	lemma	דיאגנוזה
00153263-v	lemma	הגדיל
00155143-v	lemma	עלה
00155893-r	lemma	בעל-פה
00155893-r	lemma	על-פה
00156601-v	lemma	גדל
00157624-r	lemma	במלואו
00158309-r	lemma	בדיוק
00158503-v	lemma	העלה
00160532-n	lemma	כיבוש
00160659-r	lemma	כמעט
00160834-r	lemma	יחסית
00160834-r	lemma	באפן-יחסי
00161225-v	lemma	שינה
00161225-v	lemma	המיר
00161243-n	lemma	בחירה
00161630-r	lemma	לאט
00164751-r	lemma	במקרה
00165298-n	lemma	הסמכה
00166512-r	lemma	למעשה
00166608-r	lemma	בחשאי
00167920-r	lemma	לשוא
00167920-r	lemma	ללא-הועיל
00169458-v	lemma	החליף
00171135-r	lemma	לפתע
00173391-a	lemma	
00173761-n	lemma	מכשיר
00173761-n	lemma	כלי
00174003-n	lemma	דרך
00178832-n	lemma	אלתור
00179315-a	lemma	מורשה
00181258-v	lemma	קלף
00181342-r	lemma	ברגע-ש
00181559-v	lemma	פינה
00181748-r	lemma	נמרצות
00181781-n	lemma	בחירות
00182843-a	lemma	ידני
00184284-r	lemma	נכון
00185307-n	lemma	משואה
00186549-n	lemma	ילוד
00187337-n	lemma	גול
00187337-n	lemma	שער
00188510-r	lemma	דהינו
00188510-r	lemma	הינו
00188510-r	lemma	כלומר
00189017-a	lemma	ישנוני
00190023-v	lemma	פסק
00190431-n	lemma	סל
00192986-r	lemma	בגנבה
00193799-a	lemma	נורא
00193799-a	lemma	איום
00196122-a	lemma	
00196203-r	lemma	כהוגן
00196203-r	lemma	כהלכה
00196203-r	lemma	כיאות
00196203-r	lemma	כראוי
00196758-v	lemma	הגעיל
00197772-n	lemma	החלפה
00198451-n	lemma	העלאה-בדרגה
00198451-n	lemma	קידום
00200397-v	lemma	ערך
00201058-n	lemma	מעבר
00201516-n	lemma	בחישה
00202284-n	lemma	התנגדות
00203753-n	lemma	הימנעות
00203922-r	lemma	נכונה
00203922-r	lemma	נכון
00204779-a	lemma	חצוף
00205295-a	lemma	חצוף
00205649-n	lemma	התעלות
00206130-n	lemma	חרם
00206927-n	lemma	גרוש
00207366-r	lemma	היום
00207668-r	lemma	לחוד
00207668-r	lemma	בנפרד
00207761-n	lemma	גרוש
00207761-n	lemma	הגליה
00209943-n	lemma	סיום
00209943-n	lemma	חתימה
00210259-v	lemma	התקלקל
00210651-r	lemma	חפשי
00210651-r	lemma	בחפשיות
00211026-a	lemma	מקריח
00211110-n	lemma	השלמה
00211110-n	lemma	סיום
00212173-a	lemma	שעיר
00213223-v	lemma	החמיץ
00213223-v	lemma	כבש
00213482-n	lemma	הסגרה
00213903-n	lemma	חסינות
00217014-n	lemma	הרס
00217014-n	lemma	החרבה
00217728-a	lemma	יפה
00218475-v	lemma	יבש
00219403-v	lemma	התיבש
00219641-r	lemma	הפוך
00220522-n	lemma	רצח
00220869-v	lemma	גבר
00220869-v	lemma	חיזק
00221627-a	lemma	מפלצתי
00221627-a	lemma	גרוטסקי
00222775-a	lemma	עב-כרס
00225564-a	lemma	ממאיר
00225593-n	lemma	מחנק
00225593-n	lemma	חנק
00225786-n	lemma	חניקה
00226105-a	lemma	ארסי
00226566-v	lemma	התגבר
00226566-v	lemma	התעצם
00226566-v	lemma	התחזק
00226566-v	lemma	גבר
00227323-r	lemma	בזעם
00227323-r	lemma	בכעס
00228283-n	lemma	ביטול
00229605-v	lemma	הגביר
00230324-n	lemma	הפלה
00230475-n	lemma	הפלה-טבעית
00231557-v	lemma	גידל
00231887-n	lemma	ביטול
00232386-n	lemma	ביטול
00235435-n	lemma	התחלה
00238189-a	lemma	
00238400-a	lemma	מרובע
00238867-v	lemma	התחמצן
00238867-v	lemma	חמצן
00240184-n	lemma	בריאת העולם
00241689-v	lemma	הצטמק
00242003-n	lemma	חידוש
00242583-n	lemma	התאגדות
00243124-v	lemma	איחד
00243918-n	lemma	בישול
00244958-a	lemma	שזוף
00246940-n	lemma	טיגון
00247013-a	lemma	חלק
00247442-n	lemma	צליה
00248368-n	lemma	תבלון
00248368-n	lemma	תיבול
00248659-v	lemma	התקדם
00248765-r	lemma	במיוחד
00248765-r	lemma	בפרט
00248977-n	lemma	שיפור
00249501-n	lemma	קידום
00249501-n	lemma	התקדמות
00250119-a	lemma	ללא-חת
00250119-a	lemma	עז-נפש
00250119-a	lemma	אמיץ-לב
00251013-n	lemma	ניקיון
00251013-n	lemma	ניקוי
00252307-n	lemma	טאטוא
00252307-n	lemma	טאוט
00252894-n	lemma	טיהור
00253196-a	lemma	כבול
00254746-a	lemma	קשור
00254769-n	lemma	גילוח
00255976-r	lemma	שם
00257770-n	lemma	אמבטיה
00258109-v	lemma	דלף
00260622-n	lemma	תיקון
00261405-n	lemma	תיקון
00261604-n	lemma	יפוי
00262249-n	lemma	קישוט
00262249-n	lemma	עיטור
00262743-n	lemma	עיטור
00262792-a	lemma	אמיץ
00266806-n	lemma	תיקון
00267522-n	lemma	תחזוקה
00267681-v	lemma	התדלדל
00268165-v	lemma	
00270800-n	lemma	
00273082-a	lemma	אפל
00273082-a	lemma	חשוך
00273257-v	lemma	נערך
00273449-n	lemma	השפלה
00274009-n	lemma	מלבין
00275607-v	lemma	הסדיר
00275843-v	lemma	סידר
00276214-v	lemma	בלגן
00276214-v	lemma	הפך
00276214-v	lemma	ברדק
00276689-a	lemma	קודר
00276813-n	lemma	הכתמה
00276987-n	lemma	זיהום
00277376-n	lemma	הרטבה
00278078-r	lemma	יחף
00279618-a	lemma	נוצץ
00279835-n	lemma	תנועה
00279835-n	lemma	מעבר
00279835-n	lemma	תזוזה
00280301-v	lemma	הלבין
00280463-a	lemma	קורן
00282050-n	lemma	עליה
00283327-a	lemma	מכסף
00283327-a	lemma	כספי
00284575-a	lemma	מועם
00284575-a	lemma	מעמעם
00285092-r	lemma	די
00285905-a	lemma	
00288498-a	lemma	קטנוני
00288671-n	lemma	דהירה
00289840-v	lemma	הצהיב
00290935-r	lemma	ברפרוף
00292599-n	lemma	סיבוב
00293376-a	lemma	
00293916-n	lemma	ריצה
00294245-v	lemma	לבלב
00294245-v	lemma	פרח
00294579-a	lemma	עצלן
00294579-a	lemma	עצל
00295172-n	lemma	מעגל
00295701-n	lemma	נסיעה
00296585-n	lemma	תהלוכה
00297062-n	lemma	נדידה
00297062-n	lemma	נדודים
00297062-n	lemma	נדוד
00298161-n	lemma	תירות
00298293-a	lemma	שיתופי
00299217-n	lemma	רכיבה
00299690-a	lemma	צרוד
00300247-r	lemma	יתכן
00300247-r	lemma	אולי
00301856-v	lemma	בית
00301856-v	lemma	בית
00301951-a	lemma	אין-ספר
00301951-a	lemma	אינסוף
00302130-v	lemma	בית
00302130-v	lemma	בית
00302130-v	lemma	אלף
00302130-v	lemma	אולף
00302464-v	lemma	בית
00302464-v	lemma	בית
00303309-v	lemma	חשל
00304100-v	lemma	הצר
00306210-n	lemma	סחרור
00306426-n	lemma	מסע
00306426-n	lemma	נסיעה
00307631-n	lemma	נסיעה
00308720-a	lemma	עזוב
00308720-a	lemma	מוזנח
00309276-n	lemma	טרמפ
00310201-n	lemma	טיול
00310386-v	lemma	שגשג
00310433-a	lemma	מפורט
00311809-n	lemma	טיול
00312234-a	lemma	חטוף
00312932-n	lemma	שיט
00312932-n	lemma	הפלגה
00313171-v	lemma	נכש
00314469-n	lemma	ניווט
00316631-v	lemma	התארך
00317207-n	lemma	מסירה
00317310-a	lemma	חרות
00317310-a	lemma	חקוק
00317700-v	lemma	האריך
00318035-n	lemma	מתן
00319939-n	lemma	רדיפה
00319939-n	lemma	מרדף
00319939-n	lemma	דליקה
00320284-n	lemma	התחקות
00320852-n	lemma	הכנסה
00321824-r	lemma	כפלים
00321906-r	lemma	כפלים
00323908-r	lemma	
00324022-r	lemma	מערבה
00324135-r	lemma	קדמה
00324135-r	lemma	מזרחה
00327683-n	lemma	הנמכה
00327683-n	lemma	הורדה
00328327-n	lemma	מעצר
00330035-n	lemma	זחילה
00330035-n	lemma	הזדחלות
00331950-n	lemma	תנועה
00334509-n	lemma	מחוה
00339934-v	lemma	התרחש
00339934-v	lemma	קרה
00339934-v	lemma	התקים
00342028-n	lemma	סיבוב
00342028-n	lemma	סבב
00342028-n	lemma	הסתובבות
00342351-r	lemma	בכוח
00342351-r	lemma	חזק
00343249-n	lemma	סחרור
00343700-a	lemma	בר-מניעה
00344942-n	lemma	קריסה
00345761-v	lemma	החל
00345761-v	lemma	התחיל
00348746-v	lemma	ניכנס
00348746-v	lemma	התחיל
00351638-n	lemma	הפחתה
00352558-v	lemma	גמר
00352877-a	lemma	ערוך
00353469-n	lemma	הורדה
00354583-n	lemma	המתקת-דין
00356367-n	lemma	הוצאה
00356790-n	lemma	דחיסה
00356926-a	lemma	אפיני
00357332-v	lemma	נבט
00357556-a	lemma	טיפוסי
00358702-n	lemma	גרוש
00358931-n	lemma	קיצור
00360041-a	lemma	
00361208-v	lemma	התהוה
00361208-v	lemma	נוצר
00362348-v	lemma	הפסיק
00362355-n	lemma	החלשה
00362546-n	lemma	קמילה
00364260-n	lemma	עליה
00365329-n	lemma	הגבר
00365329-n	lemma	הגברה
00366846-n	lemma	הסלמה
00366858-v	lemma	התאדה
00366858-v	lemma	התנדף
00367552-n	lemma	הגזמה
00367685-v	lemma	התאחד
00368287-r	lemma	במדויק
00368592-n	lemma	פיזור
00368663-r	lemma	בדיוק
00368663-r	lemma	ממש
00372322-r	lemma	באדישות
00373130-n	lemma	כלילה
00373130-n	lemma	הכללה
00373209-a	lemma	ערמוני
00374224-n	lemma	העצמה
00374224-n	lemma	הגברה
00374224-n	lemma	אינטנסיפיקציה
00375268-v	lemma	גלש
00376825-n	lemma	ריצוץ
00376825-n	lemma	נתוץ
00376825-n	lemma	רסוק
00376825-n	lemma	נפוץ
00377364-n	lemma	פיצוץ
00378042-v	lemma	שרף
00378296-n	lemma	הצתה
00378892-a	lemma	כתום
00379588-n	lemma	הרכבה
00380083-n	lemma	תערובת
00380696-n	lemma	ערבוב
00380881-n	lemma	התמזגות
00381097-a	lemma	אדום
00381680-n	lemma	איחוד
00383071-n	lemma	מטריה
00383952-n	lemma	הפסק
00387392-a	lemma	כסוף
00387699-a	lemma	שחרחר
00388494-r	lemma	לנטו
00389310-a	lemma	אפור
00390198-n	lemma	פיסוק
00393161-n	lemma	דיש
00394135-a	lemma	צבעוני
00395797-n	lemma	ריקון
00397347-n	lemma	צנזורה
00397975-a	lemma	גינגי
00398978-a	lemma	רבגוני
00398978-a	lemma	רב-צבעי
00398978-a	lemma	רב-גוני
00398978-a	lemma	ססגוני
00400278-n	lemma	יעור
00402419-a	lemma	צבעוני
00403466-n	lemma	השחתה
00403783-n	lemma	פציעה
00404170-n	lemma	עידכון
00405236-v	lemma	מרכז
00406867-a	lemma	צבעוני
00406867-a	lemma	ססגוני
00407090-n	lemma	התבלטות
00407270-n	lemma	הרחבה
00409709-r	lemma	קרוב
00411547-v	lemma	הלאים
00415676-n	lemma	דרך
00416135-v	lemma	היגר
00417204-a	lemma	גלמי
00417643-n	lemma	חיבוק
00417856-v	lemma	עמלן
00417859-n	lemma	חיבוק
00418394-n	lemma	הטרדה
00419908-n	lemma	התעללות
00420477-n	lemma	רדיפה
00421210-n	lemma	פרעות
00421210-n	lemma	פוגרום
00424337-v	lemma	דלק
00426928-n	lemma	בילוי
00426958-v	lemma	הלך-לאבוד
00426958-v	lemma	אבד
00426958-v	lemma	נעלם
00427397-v	lemma	נגוז
00427397-v	lemma	נעלם
00427786-a	lemma	טמא
00429048-n	lemma	בידור
00431005-n	lemma	התבדחות
00432164-n	lemma	אימא ואבא
00432689-n	lemma	תחביב
00432689-n	lemma	הובי
00433115-a	lemma	אטום
00433529-a	lemma	עכור
00433802-n	lemma	התעמלות
00436645-a	lemma	מטושטש
00438178-v	lemma	האיץ
00439343-v	lemma	האיץ
00439484-n	lemma	היפוך
00439484-n	lemma	התהפכות
00439588-a	lemma	טיפשי
00439588-a	lemma	טיפש
00441445-v	lemma	הקטין
00442981-n	lemma	צלילה
00443075-a	lemma	רחוק
00444519-a	lemma	קרוב
00445169-a	lemma	בקרבת-מקום
00446493-n	lemma	
00446885-v	lemma	הגיב
00447472-a	lemma	סמוך
00450335-n	lemma	רכיבה
00452293-n	lemma	ציד
00453935-n	lemma	דיג
00454121-n	lemma	דיג
00457723-n	lemma	התנפלות
00457998-a	lemma	עירום
00457998-a	lemma	בלבוש-חוה
00457998-a	lemma	מערטל
00457998-a	lemma	ערום
00458471-v	lemma	החמיץ
00459330-a	lemma	חשוף
00461311-a	lemma	מענן
00461609-a	lemma	מעורפל
00461609-a	lemma	אביך
00461611-n	lemma	קרלינג
00462249-a	lemma	אפור
00463399-a	lemma	ימי
00465943-a	lemma	מתקפל
00466808-a	lemma	שיתופי
00468480-n	lemma	
00470386-v	lemma	מסחר
00473243-a	lemma	מתלקח
00473243-a	lemma	דליק
00473243-a	lemma	בעיר
00474994-v	lemma	שקע
00474994-v	lemma	השקיע
00474994-v	lemma	השקיע
00476389-n	lemma	קריקט
00478262-n	lemma	כדורגל
00479275-r	lemma	מחר
00480211-n	lemma	כדורעף
00480993-n	lemma	כדורסל
00482673-a	lemma	פרופורציונלי
00482673-a	lemma	פרופורציוני
00483481-a	lemma	ממסחר
00484166-v	lemma	חתם
00484166-v	lemma	סים
00484166-v	lemma	גמר
00486018-v	lemma	השלים
00488770-v	lemma	אורר
00489108-a	lemma	רגיל
00493012-a	lemma	קבוצתי
00493297-a	lemma	ציבורי
00494409-a	lemma	מספר
00494409-a	lemma	כמה
00495524-n	lemma	פסיאנס
00495524-n	lemma	סוליטר
00498912-a	lemma	סיפורי
00499812-v	lemma	תעש
00500569-a	lemma	מסגר
00502710-r	lemma	ביחוד
00503237-n	lemma	שח
00503237-n	lemma	משחק-המלכים
00503237-n	lemma	שחמט
00503237-n	lemma	אשקוקה
00503237-n	lemma	שח-מט
00504043-r	lemma	מיד
00504153-r	lemma	מיד
00505450-r	lemma	כהלכה
00507716-r	lemma	אתמול
00507819-r	lemma	אתמול
00510644-a	lemma	יעיל
00510749-r	lemma	
00511430-v	lemma	השתזף
00512522-n	lemma	אהבהבים
00512522-n	lemma	פלרטוט
00512877-v	lemma	איפשר
00514069-v	lemma	הדגיש
00514884-a	lemma	מלא
00514884-a	lemma	שלם
00515380-a	lemma	מלא
00515380-a	lemma	שלם
00517314-a	lemma	פרגמנטרי
00517728-n	lemma	פסטיבל
00517916-a	lemma	
00518669-n	lemma	גאלה
00519477-a	lemma	מוקדש
00519668-a	lemma	מסור
00521085-n	lemma	מסדר
00521085-n	lemma	מצעד
00521209-n	lemma	מוצג
00522145-n	lemma	תערוכה
00522463-a	lemma	ממצה
00526062-a	lemma	כולל
00526541-a	lemma	רבגוני
00531904-v	lemma	המתיק
00531904-v	lemma	התפיל
00537339-a	lemma	קמור
00537339-a	lemma	מקמר
00540235-v	lemma	רחב
00542359-a	lemma	דליל
00545194-n	lemma	תיפוף
00545501-n	lemma	שירה
00545501-n	lemma	זמרה
00546646-a	lemma	מתומצת
00546646-a	lemma	תמציתי
00547166-a	lemma	קצר
00548153-v	lemma	רופא
00548326-n	lemma	משחק
00550117-v	lemma	החליף
00553655-n	lemma	הפתעה
00553823-n	lemma	מהומה
00554300-n	lemma	מהומה
00554433-n	lemma	התפרצות
00554478-a	lemma	מכוץ
00556318-a	lemma	טנטטיבי
00556855-v	lemma	הפך
00557419-n	lemma	
00558883-n	lemma	ריצה
00558951-a	lemma	מסגר
00559690-a	lemma	עמוס
00559690-a	lemma	צפוף
00566342-a	lemma	שכן
00569073-n	lemma	השכרה
00570366-n	lemma	חתירה
00570366-n	lemma	שחית-חתירה
00570854-n	lemma	שחית-פרפר
00570854-n	lemma	פרפר
00572392-a	lemma	
00577357-n	lemma	מעללים
00578795-n	lemma	הברקה
00578795-n	lemma	צחצוח
00578795-n	lemma	מרוק
00579622-a	lemma	גדול
00579622-a	lemma	חשוב
00581090-n	lemma	גהוץ
00582071-n	lemma	נירת
00582388-n	lemma	עבודה
00583246-n	lemma	יעוד
00586262-n	lemma	מקום
00587697-a	lemma	מוחץ
00588797-a	lemma	מרוצה
00588888-v	lemma	הבין
00590047-n	lemma	נשיאות
00590047-n	lemma	ראשות
00591115-v	lemma	הבין
00593522-v	lemma	הבין
00593852-v	lemma	הבין
00594058-v	lemma	הבין
00594477-n	lemma	ספרנות
00594621-v	lemma	ידע
00595935-v	lemma	ידע
