# Hebrew Wordnet	heb	http://cl.haifa.ac.il/projects/mwn/index.shtml	wordnet
00020827-n	def	כל דבר בעל מאסה התופס מקום בכלל; "האטום הוא העצם הקטן ביותר"
00021065-v	lemma	אלחש
00021065-v	lemma	הרדים
00021065-v	def	גרם לחוסר תחושה ע"י מתן חומר הרדמה; "הרופאים מיהרו להרדים את החולה על מנת למנוע ממנו סבל מיותר"
00021265-n	lemma	אכל
00021265-n	def	כל חומר הגורם לחילוף חומרים ביצור חי ונותן לו אנרגיה; "אדם אינו יכול לשרוד זמן רב ללא אוכל"
00021878-r	lemma	מדי-פעם
00021878-r	lemma	לפעמים
00021878-r	lemma	לפרקים
00021878-r	def	מפעם לפעם, אך לא באופן קבוע; "לפעמים הם יוצאים לחופשות מאוד ארוכות, אבל בדרך כלל הם נוסעים רק לשבוע"
00021939-n	lemma	חפץ מלאכותי
00021939-n	lemma	ארטיפקט
00021939-n	def	אובייקט שנעשה בידי אדם
00022099-v	lemma	!הוביל
00022099-v	lemma	!הביא
00023100-n	lemma	מהות-פסיכולוגית
00023100-n	def	תכונה מנטלית של יצור חי
00023271-n	lemma	קוגניציה
00023271-n	def	התהליך הפסיכולוגי של תפיסה, למידה ועיבוד מידע
00023646-v	lemma	התעלף
00023646-v	def	איבד את ההכרה לזמן קצר כתוצאה מחולשה או מתח נפשי או פיזי. ההתעלפות נגרמת ע"י ירידה באספקת הדם למוח; "מעוצמת המכה התעלפתי"
00023773-n	lemma	מניע
00023773-n	def	התכונה הפסיכולוגית הגורמת לאורגניזם לפעול בצורה מסוימת, בין במודע או שלא במודע; "עד היום לא הצלחנו להבין מה היה המניע שלו למעשה הנורא שעשה"
00024073-r	lemma	!לא
00024073-r	lemma	לא
00024356-r	lemma	לא
00024356-r	def	מלה שמשתמשים בה על מנת לבטא שלילה או דחייה של הצעה; "רוצה סיגריה? לא, אינני מעשן"
00024587-r	lemma	!לא
00024587-r	lemma	לא
00024587-r	lemma	!לא
00024619-a	lemma	רגיל
00024619-a	def	שהורגל או שהתנסה בדבר מה; "הוא רגיל לעצור טרמפים"
00024682-r	lemma	!אין
00024720-n	lemma	מצב
00024720-n	def	מכלול הנסיבות והתנאים שבהם נמצאים אדם, מדינה, עם וכד', בעיקר בתחום הכלכלי, החברתי והמדיני; "לאחר שלוש שנות בצורת רצופות החמיר מצבה הכלכלי של המדינה"
00025034-v	lemma	GAP!
00025728-a	lemma	בסיסי
00025728-a	def	(בכימיה) תמיסה של בסיס, בעל דרגת חומציות גבוהה מ-7
00026192-n	lemma	הרגשה
00026192-n	def	התוכן הקוגניטיבי של חוויה פסיכולוגית או פיזית
00026571-r	lemma	בלאו הכי
00026571-r	lemma	בין כה וכה
00026571-r	def	ביטוי התומך באמירה שקדמה לו; "אין לך מה לדבר איתו, בלאו הכי הוא אף לא מקשיב"; "אתה יכול להגיע מאוחר יותר, בין כה וכה אין לי כוונות ללכת לישון לפני חצות"
00027167-n	lemma	מקום
00027167-n	def	(באופן מופשט בלבד) מידה או נקודת התייחסות כלשהי בחלל
00027258-r	lemma	!בלאו הכי
00027384-r	lemma	למרות-זאת
00027384-r	lemma	בכל-זאת
00027384-r	lemma	אף-על-פי-כן
00027384-r	def	צירוף הבא להנגיד את מה שנאמר לפניו עם מה שנאמר אחריו; "אני פוחד, אבל למרות זאת הייתי רוצה לנסות"
00029367-r	lemma	יתרה-מזו
00029367-r	lemma	יתר-על-כן
00029367-r	def	לא רק זה, אלא מעבר; "המצב אינו מעודד, יתרה מזו, אין שום סימן לשינוי"; "משחקי המחשב נעשים זולים משנה לשנה, יתר על כן, איכותם לא מפסיקה להשתפר"
00029378-n	lemma	ארוע
00029378-n	def	משהו שהתרחש בזמן ובמקום נתונים; "במשחקי כדורגל מתרחשים אירועים אלימים כמעט מדי משחק"
00030142-v	lemma	!צחקק
00030358-n	lemma	פעלה
00030358-n	lemma	מעשה
00030358-n	lemma	אקט
00030358-n	def	דבר שאדם עושה, בדרך כלל מתוך כוונה כלשהי; "סוף מעשה במחשבה תחילה"
00031264-n	lemma	קבוצה
00031264-n	def	אוסף של דברים שיש להם משהו במשותף, שמתייחסים אליהם כאל יחידה אחת
00031798-r	lemma	כבר
00031798-r	def	קודם לזמן נקוב או מרומז; "היא כבר סיימה את לימודי התואר השני"
00031899-r	lemma	מאוד
00031899-r	lemma	מה-זה
00031899-r	lemma	נורא
00031899-r	def	במידה רבה (מילים המשמשות כמעצימות במשפט); "היא פסנתרנית מאוד מוכשרת"; "העבודה הזו מאוד קשה לי"; "הוא מה זה חתיך!"; "אני נורא רעבה, לא אכלתי כל היום!"
00031921-n	lemma	קשר
00031921-n	def	האופן שבו דבר נמצא ביחס לדבר אחר
00032733-a	lemma	זריז
00032733-a	lemma	מהיר
00032733-a	lemma	קל-תנועה
00032733-a	def	שנע במהירות, שיש לו תנועות מהירות וקלילות; "צעדיו היו כה מהירים, שבקושי רב הצלחתי להשיג אותו"; "זריז כצבי"
00032823-n	lemma	קשר-חברתי
00032823-n	def	קשר בין בני אדם או בין בעלי חיים
00033020-n	lemma	תקשרת
00033020-n	def	התכנים המועברים בין מי שמתקשרים זה עם זה; "התקשרות ביניהם רוויה דברי עלבונות"
00033615-n	lemma	!כמות
00033615-n	lemma	מדה
00033615-n	def	כמות, היקף או גודל הנקבעים ע"י מדידה; "אני זקוקה למידת נעליים גדולה יותר"
00033663-r	lemma	!מעט
00033663-r	lemma	!קצת
00033922-r	lemma	כבר
00033922-r	lemma	במהרה
00033922-r	lemma	בקרוב
00033922-r	lemma	עוד-מעט
00033922-r	def	בעתיד הקרוב; "במהירה בימינו"; "תגיד לו שאני כבר בא"; "הרכבת תגיע בקרוב לתחנה"; "הרופא יגיע עוד מעט"
00035058-r	lemma	לעתים-קרובות
00035058-r	def	הרבה פעמים במרווחי זמן קצרים; "אני הולך לקולנוע לעתים קרובות, לפחות פעם בשבוע"
00035189-n	lemma	השג
00035189-n	def	דבר מה שהושלם בהצלחה, לרוב לאחר השתדלות ומאמץ; "לאחר שנה של השקעה מסיבית בלימודים הצלחת להגיע להישגים מרשימים"
00035385-r	lemma	לעתים-רחוקות
00035385-r	def	אחת להרבה זמן; "עכשיו, שכבר איננו שכנים, אנו מתראים רק לעתים רחוקות"
00035718-r	lemma	!למדי
00035718-r	lemma	!די
00035868-a	lemma	הומה
00035868-a	lemma	סואן
00035868-a	def	מלא בפעילות נמרצת ורועשת; "הפארק היה הומה תיירים ומשפחות עם ילדים שבילו את אחר הצהרים באוויר הצח"; "כביש סואן"
00037138-v	lemma	גרגר
00037138-v	def	שטף את הפה והגרון בנוזל מבלי לבלוע אותו; "עליך לגרגר עם מי הפה שלוש פעמים ביום"
00037226-r	lemma	באמת
00037226-r	def	שנמצא בהתאמה עם האמת, העובדות, או המציאות; "קיוויתי שזה לא באמת קרה, אך נתבדיתי"
00037470-r	lemma	!אכן
00037641-r	lemma	אכן
00037641-r	def	באמת, אמנם כן; "אמרו לי שהמכונית תתקלקל, והיא אכן התקלקלה"
00038013-r	lemma	באמת
00038013-r	lemma	אשכרה
00038013-r	lemma	ממש
00038013-r	def	מילה המשמשת להעצמת או חיזוק המשפט; "זה באמת אחד הספרים היפים שקראתי"
00038625-r	lemma	כמובן
00038625-r	def	"אשאר לצידך, כמובן, בזמן הבדיקה"
00040365-r	lemma	שוב
00040365-r	lemma	עוד-פעם
00040365-r	def	מחדש, שנית; "אני מציעה לך לנסות שוב בקרוב"; "נמאס לי לעשות עוד פעם דיאטה!"
00040766-v	lemma	הסתדר
00040766-v	def	סידר את הופעתו כך שיהיה ייצוגי, מסודר ונקי; "תסתדר בבקשה לפני שאתה הולך למסיבה"
00040804-n	lemma	!תנועה
00041758-r	lemma	ספציפית
00041758-r	def	באופן ספציפי, בשונה מדברים אחרים; "הוא מתעניין ספציפית בנחשים ארסיים"
00041899-n	lemma	השגה
00041899-n	lemma	רכישה
00041899-n	def	להפוך לבעל דבר חומרי או מופשט; "רכישת ידע"
00041954-r	lemma	בכלל
00041954-r	lemma	באפן-כללי
00041954-r	def	ללא התייחסות לפרטים מסוימים; "באופן כללי אני מעדיף להימנע מאכילת ממתקים"
00042017-v	lemma	חפף
00042017-v	def	שטף את השיער וניקה אותו באמצעות שמפו
00042228-a	lemma	פסיבי
00042228-a	lemma	סביל
00042228-a	def	(בדקדוק) צורה של הפועל המצביעה על כך שהנושא הדקדוקי הוא האובייקט המקבל את הפעולה. למשל, במשפט "העפיפון הועף בשמיים", הפועל 'הועף' הוא פועל בצורת סביל, והנושא - 'עפיפון' - מקבל את הפעולה
00042311-n	lemma	גרימה
00042311-n	def	הפעולה של לגרום למשהו לקרות; "בעקבות הניתוח הואשם הצוות הרפואי בגרימת נזק בלתי הפיך לרגליו"
00042757-n	lemma	עזיבה
00042757-n	lemma	הסתלקות
00042757-n	def	הליכה ממקום מסוים; הפעולה של מי שעוזב או מסתלק; "האירגון סובל משיעורי עזיבה גבוהים מאד"; "יש לודא הסתלקות מהירה מהשטח"
00044150-n	lemma	ממוש
00044150-n	def	ביצוע הפעולות הנחוצות על מנת להשיג דבר מה; "הרעיון היה פשוט, לשם מימושו היה עלינו לעבוד קשה"
00044673-n	lemma	השואה
00044673-n	def	גרימה לשיוויון או לאחידות; "החוק מחייב השוואת תנאים של עובדי   כוח אדם לעובדים הקבועים"
00045817-v	lemma	אבד-משקל
00045817-v	lemma	רזה
00045817-v	lemma	ירד-במשקל
00045817-v	lemma	הוריד
00045817-v	lemma	הרזה
00045817-v	def	הפחית ממשקלו; "בזמן המחלה הוא הוריד 8 קילו ממשקלו"
00045907-n	lemma	!החלמה
00046002-r	lemma	!אחרת
00046167-r	lemma	בנוסף
00046167-r	lemma	מלבד-זאת
00046167-r	def	כתוספת, מעבר לכך; "בנוסף להיותו המנכ"ל, הוא מכהן גם כיושב ראש מועצת המנהלים"
00046177-n	lemma	בריחה
00046177-n	def	יציאה ללא רשות ממקום שבו חייבים להיות; "מדי שנה נעשים מספר ניסיונות בריחה מבית הכלא"
00047317-v	lemma	מדד
00047317-v	def	לבש בגד, נעליים וכדומה, על מנת לבדוק את הם מתאימים לו; "הוא מדד 10 חולצות עד שמצא את זו שמצאה חן בעיניו"
00047392-r	lemma	מדי
00047392-r	def	במידה מוגזמת, יותר ממה שאמור להיות; "הבית הזה גדול מדי בשבילנו"
00047534-r	lemma	גם
00047534-r	def	עוד, בנוסף; "מלבד הביואיק, יש לו גם מרצדס"
00048268-r	lemma	!כעת
00048268-r	lemma	!כיום
00048268-r	lemma	!היום
00048268-r	lemma	!עתה
00048268-r	lemma	!עכשו
00048475-r	lemma	היום
00048475-r	lemma	כיום
00048475-r	lemma	עכשו
00048475-r	def	בתקופת הזמן הנוכחית; "כיום בקושי רואים סוסים ומרכבות ברחובות"
00048739-r	lemma	מיד
00048739-r	lemma	מידית
00048739-r	lemma	ללא-דחוי
00048739-r	lemma	תכף-ומיד
00048739-r	def	ללא עיכוב, בדחיפות; "קראתי לו והוא ענה מיד"; "פקיד ציבור הנחשד בעבירה אשר יש עימה קלון, צריך להיות מושעה מידית"; "בוא הנה תיכף ומיד!"; "עליך למצוא פיתרון לבעייה זו ללא דיחוי"
00049003-n	lemma	כניסה
00049003-n	def	הפעולה של מי שנכנס; "היא ביצעה כניסה מרשימה"
00049220-r	lemma	עכשו
00049220-r	def	ברגע זה, ברגע הנוכחי; "התפוזים מאוד בזול עכשיו"
00049900-v	lemma	!הפשיט
00050037-n	lemma	הרשמה
00050037-n	def	פעולת הרישום, בדרך כלל למסגרת מסויימת; "ההרשמה לקורס הסתיימה אתמול"
00050681-r	lemma	!לא
00050681-r	lemma	לא
00050681-r	lemma	!לא
00052012-a	lemma	חסר
00052012-a	def	לא מספיק בכמות או מידה; "הוא לוקח את עצמו ברצינות יתרה, חסר לו הומור עצמי"
00052374-v	lemma	!לבש
00053394-r	lemma	גלויות
00053394-r	lemma	בגלוי
00053394-r	def	בצורה גלויה, מבלי להסתיר; "אני רוצה לדבר איתך גלויות ולומר לך את אשר על ליבי"; "הוא הפגין בגלוי את חיבתו לאחותו הקטנה"
00054327-r	lemma	לעת-עתה
00054327-r	lemma	בינתים
00054327-r	def	באופן זמני; "לעת עתה נחנה פה, אחר כך נמשיך בדרך"
00054821-n	lemma	פנוי
00054821-n	def	הוצאת אנשים ממקום כלשהו באופן מסודר, לרוב על מנת להרחיק אותם מסכנה; "העיירה פונתה מבעוד מועד בשל התרעות על רעידת אדמה"
00056002-a	lemma	מקשט
00056002-a	def	שקישטו אותו; שהוסיפו לו משהו שמיועד לעשות אותו יפה יותר או בולט יותר; "החצר היתה מקושטת בבלונים וסרטים צבעוניים לכבוד יום ההולדת"
00056087-n	lemma	הגירה-יוצאת
00056087-n	def	יציאת תושבים ממדינה מסוימת למדינה אחרת על מנת לגור בה
00056311-n	lemma	הגירה-נכנסת
00056311-n	def	כניסת תושבים למדינה מסוימת על מנת לגור בה
00056539-r	lemma	!מאוד
00056729-r	lemma	בכלל
00056729-r	lemma	כלל
00056729-r	def	באופן כלשהו, ולו המזערי ביותר; "זה בכלל מעניין אותך, או שאתה מקשיב מתוך נימוס?"
00058359-r	lemma	בעקיפין
00058359-r	lemma	סחור-סחור
00058359-r	def	באופן לא ישיר; "תפסיק לדבר בעקיפין, תגיד מה אתה חושב!"; "בהתחלה דיבר סחור סחור,אך לבסוף נגע בעצם העניין ואמר שהוא רוצה הלוואה"
00058743-n	lemma	מנוסה
00058743-n	def	ניסיון להתרחק במהירות האפשרית ממקום סכנה או ממקום שהנוכחות בו כפויה על מישהו; "הגנבים נתפסו בשעת המנוסה ממקום הפשע"
00059127-n	lemma	GAP!
00059171-r	lemma	מאוד-מאוד
00059171-r	lemma	עד-מאד
00059171-r	def	במידה רבה ביותר; "זה היה מאוד מאוד מתחשב מצדה"
00059782-a	lemma	זרוע
00059782-a	def	מכוסה או מקושט בצורות קטנטנות, כגון כוכבים, נמשים וכן הלאה; "לילה זרוע כוכבים"
00060032-r	lemma	!למעשה
00060632-r	lemma	קדם
00060632-r	lemma	קדם-לכן
00060632-r	def	בזמן שקדם לזמן הנוכחי, שהקדים את מה שקורה כעת; "ההצעה זו טובה מכל אלה שהוצעו קודם"
00061677-r	lemma	!לפתע
00062330-r	lemma	במחשבה-תחלה
00062330-r	lemma	במתכון
00062330-r	lemma	בכונה
00062330-r	def	שנעשה מתוך כוונה, לא במקרה; "שברתי את הכוס לא בכוונה"
00063014-n	lemma	שיא
00063014-n	def	התוצאה הטובה ביותר שהושגה בענף ספורט מסוים; "הוא שבר את השיא האולימפי בריצת 100 מטר"
00064504-n	lemma	להיט
00064504-n	def	הצלחה גדולה, בעיקר של יצירה מוזיקלית; "השיר האחרון שלהם הוא להיט - כבר שבוע עשירי בראש מצעד הפזמונים"
00064946-r	lemma	בינתים
00064946-r	def	בזמן שמתרחש בין דבר לדבר; "בינתיים, עד שאתפנה, אתה יכול לקרוא עיתון"
00065184-a	lemma	מפלה
00065184-a	def	שמגלה או מפגין יחס של הפליה, של העדפת אחד על האחר; "מס מפלה"
00065184-r	lemma	GAP!
00065216-n	lemma	כבוש
00065216-n	def	השגת שליטה בדבר מה קשה או מסובך; "כיבוש החלל"
00065336-n	lemma	!הפכה
00065748-r	lemma	לאחרונה
00065748-r	def	בזמן האחרון; "ראיתי אותו לאחרונה בלונדון"
00065791-a	lemma	הרפתקני
00065791-a	def	שיש בו הרפתקנות, חיפוש אחר התנסויות חדשות ונועזות; "היא תמיד עסקה בספורט הרפתקני"
00065822-r	lemma	לבסוף
00065822-r	def	בסיכומו של דבר; "לבסוף, אני רוצה לדבר על ערכי המשפחה"
00066025-v	lemma	!יבב
00067045-r	lemma	מראש
00067045-r	def	מקודם, לפני המעשה; "שילמנו את שכר הדירה לשנה מראש"
00067129-v	lemma	יבב
00067129-v	lemma	התיפח
00067129-v	def	בכה ללא הפסק, בד"כ בליווי השתנקויות; "הילדה התייפחה במשך שעה ארוכה לאחר שהבובה האהובה עליה נעלמה"
00067545-v	lemma	הזיע
00067545-v	def	הפריש זיעה דרך הנקבוביות שבגוף; "פעילות אירובית מאומצת גורמת לי להזיע מאד"
00068755-n	lemma	GAP!
00070965-n	lemma	טעות
00070965-n	def	פעולה שגויה כתוצאה משיפוט לקוי, חוסר שימת לב או בורות; "עשיתי טעות ששמעתי בקולו"
00071456-r	lemma	!סביב
00072012-v	lemma	הטיל-מים
00072012-v	lemma	השתין
00072012-v	lemma	עשה-פיפי
00072012-v	def	הפריש שתן; "החתולים שוב השתינו לנו בחצר"
00072473-n	lemma	בלבול
00072473-n	def	טעות שנובעת מהחלפתו של דבר אחד באחר; "בשל בלבול במשרד הוחלפו תיקים בין שני לקוחות"
00073033-r	lemma	כמעט
00073033-r	def	שחסר מעט להשגתו, קרוב לסיום (פעולה או מצב); "כמעט התעלפתי כששמעתי את החדשות"; "התינוק כמעט נרדם כשנכנסנו לחדרו"
00073897-r	lemma	בעקר
00073897-r	def	בחלקו הגדול, באופן רב יותר; "את המקום מילאו בעיקר בני נוער"
00076400-v	lemma	הקיא
00076400-v	def	פלט את תוכן הקיבה דרך הפה; "אחרי הבירה הרביעית הוא רץ לשירותים להקיא"
00078576-a	lemma	מזעזע
00078576-a	lemma	מזעזע
00078576-a	def	מוכה פחד או תדהמה, מבוהל ומופתע מאוד; "הוא היה מזועזע מכמות העלבונות שהטיח בו הקהל"
00080169-r	lemma	!למעלה
00081572-n	lemma	קניה
00081572-n	def	הפעולה שעושה הקונה; "קניית הציוד לטיול לקחה מספר שעות"
00082081-v	lemma	עזר
00082081-v	lemma	סיע
00082081-v	def	שיפר את מצבו של מישהו, הקל עליו; "התרופה החדשה לא עזרה לסבתא להתגבר על נדודי השינה"
00083729-n	lemma	!רכישה
00084223-r	lemma	במיחד
00084223-r	def	באופן רב או במידה גדולה מהמצוי; "נסיבות מותו היו טרגיות במיוחד"
00085626-v	lemma	סך
00085626-v	def	מרח את ראשו של מישהו בשמן, לרוב כחלק מטקס דתי
00085678-n	lemma	חלוט
00085678-n	lemma	החרמה
00085678-n	def	הוצאת רכוש מידי בעליו ע"י מוסדות השילטון; "בית המשפט רשאי להורות על החרמה של כל מכשיר שידור שהותקן או הופעל ללא רשיון"
00085811-r	lemma	!מהר
00086140-n	lemma	הפקעה
00086140-n	def	נטילת רכוש מידי בעליו החוקיים לצורך שימוש ציבורי כלשהו; "הקמת הפארק התאפשרה רק לאחר הפקעת הקרקעות הסמוכות מידי בעליהן החוקיים"
00086210-a	lemma	קדחתני
00086210-a	def	שמאופיין על ידי בהילות, דחיפות או התרגשות; "הכל השתתפו בחיפוש קדחתני ברחבי הבית אחר המסמך החשוב"
00086835-v	lemma	חסן
00086835-v	lemma	הרכיב
00086835-v	def	נתן או לקח חיסון (לרוב בצורת זריקה) על מנת להפוך את הגוף חסין בפני מחלה מסוימת; "צריך לחסן את הכלבים נגד כלבת"
00087663-n	lemma	פסיקת-הוצאות
00087663-n	def	מענק כספי הניתן ע"י צו בית משפט
00089027-n	lemma	כבוש
00089027-n	def	פעולתו של מי שכובש; "כיבוש פולין, בספטמבר 1939, סימל את תחילתה של מלחמת העולם השניה"
00089408-r	lemma	ביותר
00089408-r	def	במידה רבה מאוד; "היא אישה משכילה ביותר"; "למחזה היתה הצלחה מסחררת ביותר"
00089550-a	lemma	מעצבן
00089550-a	lemma	מציק
00089550-a	lemma	מרגיז
00089550-a	lemma	טורדני
00089550-a	def	גורם לטירדה או לרוגז; "העיכוב הזה ממש מרגיז"; "הצחוק שלו מעצבן אותי"; "כל היום הסתובבה מחשבה מציקה במוחו"; "הזמזום הטורדני הזה מפריע לי להתרכז"
00090253-n	lemma	קבלה
00090253-n	def	הפעולה שעושה מי שמקבל דבר מה; "קבלת התואר מותנית בקבלת ציון עובר במבחן המסכם"
00091764-a	lemma	ערני
00091764-a	def	שתשומת לבו וחושיו נתונים למתרחש סביבו
00093327-v	lemma	חזר-לסורו
00093327-v	def	שב להתנהגותו השלילית; "שבוע לאחר שחרורו בערבות, חזר הנאשם לסורו והחל שוב במעשי הגניבה"
00094545-r	lemma	!למעלה
00094675-r	lemma	!למעלה
00095121-n	lemma	כפרה
00095121-n	def	פעולתו של מי שמכפר על חטא או מעשה רע; "אין כפרה למי שנוהג באלימות כלפי ילדיו"
00095502-n	lemma	שחרור
00095502-n	def	הענקת חופש למישהו; "האסיר חגג את שחרורו מהכלא בחברת בני משפחתו הקרובים"
00096333-r	lemma	למעלה
00096333-r	lemma	מעלה
00096333-r	def	ממקום נמוך למקום גבוה יותר (גם מטפורית); "הוא הרים את מבטו מעלה, והביט בכוכבים"; "הוא כל כך גבוה, שצריך ממש להסתכל למעלה כשמדברים איתו"
00096851-n	lemma	פדיון
00096851-n	def	הפעולה של שיחרור מישהו משבי או מעונש
00097504-n	lemma	בצוע
00098083-v	lemma	החיה
00098083-v	def	החזיר אדם להכרתו; "באורח נס, הרופאים הצליחו להחיות אותו ממצב של מוות קליני"
00099341-r	lemma	GAP!
00099439-n	lemma	הדרן
00099439-n	def	קטע הופעה חוזר או נוסף, שניתן בדרך כלל בעקבות דרישת הקהל
00099588-n	lemma	אלתור
00099588-n	def	הופעה הניתנת ללא הכנה או תכנון; "בחוג לדרמה הילדים התאמנו באלתורים על נושא היחסים בין מורה לתלמיד"
00099712-r	lemma	יותר
00099712-r	def	במידה רבה מדבר אחר המשמש כקנה מידה להשוואה; "הם אוכלים יותר מכפי שצריך"
00100044-v	lemma	התאמן
00100044-v	def	ביצע תרגילים רבים על מנת להתכונן לאירוע או לתחרות; "היא מתאמנת לקראת המשחקים האולימפיים"
00102457-n	lemma	!מכון
00102586-v	lemma	פגע
00102586-v	def	גרם נזק; "המיתון הכלכלי לא פגע ברמת החיים של העשירון העליון"
00102881-r	lemma	שנית
00102881-r	def	בנוסף; "אני לא רוצה לאכול. ראשית - אני לא רעבה, ושנית - האוכל לא טעים"
00103194-r	lemma	בתחלה
00103194-r	lemma	תחלה
00103194-r	def	בהתחלה; "תחילה, ברצוני לפתוח בכמה מילות ברכה"; "בתחילה הוא לא חש בשום דבר מוזר"
00104868-v	lemma	פלט
00104868-v	def	הוציא חומרי פסולת מהגוף; "הגוף פולט הרבה זיעה בזמן מאמץ"
00105341-r	lemma	!מיד
00105467-r	lemma	!מיד
00105554-v	lemma	התבדח
00105554-v	lemma	צחק
00105554-v	def	התנהג בצורה מצחיקה או מקניטה; "אל תיקח אותו ברצינות, הוא רק מתבדח איתך"; "אתה לא רציני, אתה סתם צוחק"
00105603-r	lemma	!מיד
00106759-r	lemma	!די
00107144-r	lemma	כרגיל
00107144-r	def	באופן הרגיל, כמו תמיד; "היא כרגיל מאחרת"
00109151-r	lemma	שם
00109151-r	lemma	שמה
